Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Sales_log,Sales_sqrt,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
250,CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,2016,12,10,5,4,2016,12,15,3,4,5.776313966722697,17.9323171954993,1.4142135623730951,0.4472135954999579,False,True,False,False,False,False,False,True,False,False
251,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767,2016,9,11,6,3,2016,9,17,5,3,2.152924318439639,2.7586228448267445,1.0,0.0,False,False,True,False,False,False,False,True,True,False
252,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Easy-staple paper,3347.37,13,0.0,636.0003,2016,9,11,6,3,2016,9,17,5,3,8.116228939242719,57.85646031343431,3.605551275463989,0.0,False,False,True,False,False,False,False,True,False,True
253,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624,2016,12,10,5,4,2016,12,13,1,4,4.401584133889412,8.976636341080104,2.449489742783178,0.0,False,False,False,False,False,True,False,False,True,False
254,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864,2016,12,10,5,4,2016,12,13,1,4,5.8941824243014285,19.024195120950584,2.0,0.0,False,False,False,False,False,True,False,False,True,False
255,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924,2015,11,28,5,4,2015,12,4,4,4,2.575051999639346,3.4831020656879983,3.0,0.7745966692414834,False,False,True,True,False,False,False,False,False,False
256,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624,2015,11,28,5,4,2015,12,4,4,4,4.423264542690126,9.075681792570737,1.4142135623730951,0.4472135954999579,False,False,True,True,False,False,False,False,True,False
257,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.2,4.044,2015,11,28,5,4,2015,12,4,4,4,4.00587758089977,7.343023900274328,2.23606797749979,0.4472135954999579,False,False,True,True,False,False,False,False,True,False
258,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Easy-staple paper,647.904,6,0.2,56.6916,2015,11,28,5,4,2015,12,4,4,4,6.475284785886132,25.453958434789666,2.449489742783178,0.4472135954999579,False,False,True,True,False,False,False,False,False,True
259,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258,2017,12,1,4,4,2017,12,3,6,4,3.0619880693310564,4.513313638558703,1.7320508075688772,0.0,False,True,False,False,False,True,False,False,False,True
260,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,6.6465,2017,12,1,4,4,2017,12,3,6,4,5.4051517954618635,14.88455575420375,1.7320508075688772,0.0,False,True,False,False,False,True,False,False,True,False
261,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132,2017,12,1,4,4,2017,12,3,6,4,2.918851229218033,4.18568990729127,2.23606797749979,0.4472135954999579,False,True,False,False,False,True,False,False,True,False
262,US-2017-155299,2017-06-08,2017-06-12,Standard Class,Dl-13600,Dorris liebe,Corporate,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,0.8,-4.466,2017,6,8,3,2,2017,6,12,0,2,0.9646998710818426,1.2743625857659193,1.4142135623730951,0.8944271909999159,False,False,True,True,False,False,False,False,True,False
263,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,77036,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997,2014,9,19,4,3,2014,9,21,6,3,8.026491058496891,55.3171040456747,1.7320508075688772,0.6324555320336759,False,True,False,True,False,False,False,False,False,True
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,77036,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958,2014,9,19,4,3,2014,9,21,6,3,7.832394266993606,50.19918326028821,2.6457513110645907,0.6324555320336759,False,True,False,True,False,False,False,False,False,True
265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Roy Collins,Consumer,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196,2016,6,6,0,2,2016,6,13,0,2,5.796738370155267,18.11695338626227,2.0,0.4472135954999579,False,False,True,False,False,False,False,False,False,True
266,CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.156,2015,11,10,1,4,2015,11,15,6,4,4.393213824064446,8.938679992034618,1.4142135623730951,0.0,False,False,True,False,False,False,False,True,False,True
267,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304,2017,6,16,4,2,2017,6,20,1,2,2.7091162992842075,3.7437948661752287,1.7320508075688772,0.4472135954999579,False,False,True,True,False,False,True,False,True,False
268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.0,0.3024,2016,1,22,4,1,2016,1,28,3,1,2.1471001901536506,2.749545416973504,2.449489742783178,0.0,False,False,True,False,False,True,False,False,True,False
269,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416,2017,12,9,5,4,2017,12,13,2,4,3.643044917770137,6.0998360633708835,1.0,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
270,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,45231,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,2017,12,9,5,4,2017,12,13,2,4,4.070325056377881,7.587885080837743,1.7320508075688772,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
271,CA-2017-163979,2017-12-28,2018-01-02,Second Class,KH-16690,Kristen Hastings,Corporate,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,210.4936,2017,12,28,3,4,2018,1,2,1,1,6.588706370780856,26.94141792853524,2.0,0.0,False,True,False,True,False,False,False,True,True,False
272,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,0.0,92.3692,2015,7,30,3,3,2015,7,31,4,3,5.351526324879179,14.488961315429068,2.6457513110645907,0.0,False,False,False,False,False,False,False,True,False,True
273,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,2.3232,2015,7,30,3,3,2015,7,31,4,3,1.8373699804801074,2.2978250586152114,1.7320508075688772,0.0,False,False,False,False,False,False,False,True,False,False
274,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,4.095,2015,7,30,3,3,2015,7,31,4,3,2.4782176616372036,3.304542328371661,1.7320508075688772,0.4472135954999579,False,False,False,False,False,False,False,True,True,False
275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572,2017,9,16,5,3,2017,9,17,6,3,2.2844211223663744,2.9698484809834995,1.4142135623730951,0.0,False,False,False,True,False,False,False,True,True,False
276,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,Inglewood,California,90301,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,0.0,1.5548,2017,9,16,5,3,2017,9,17,6,3,1.9430489167742813,2.445403852127497,1.0,0.0,False,False,False,True,False,False,False,True,True,False
277,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,Easy-staple paper,11.648,2,0.2,4.0768,2017,10,13,4,4,2017,10,17,1,4,2.537499099907171,3.4129166412322465,1.4142135623730951,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
278,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072,2017,10,13,4,4,2017,10,17,1,4,2.953659497132083,4.263332030231752,2.0,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
279,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,0.2,5.9712,2017,10,13,4,4,2017,10,17,1,4,4.106141372101612,7.72735401026768,2.449489742783178,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
280,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,3,0.2,8.694,2017,10,13,4,4,2017,10,17,1,4,3.2519236789144013,4.983974317750845,1.7320508075688772,0.4472135954999579,False,False,True,True,False,True,False,False,True,False
281,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,-3.432,2015,9,26,5,3,2015,9,28,0,3,1.1249295969854831,1.4422205101855958,2.23606797749979,0.8944271909999159,False,True,False,False,False,False,False,False,True,False
282,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,2015,9,26,5,3,2015,9,28,0,3,7.016968363955454,33.38263021393012,2.6457513110645907,0.4472135954999579,False,True,False,False,False,False,False,False,False,True
283,CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,2015,11,2,0,4,2015,11,6,4,4,6.946822134146038,32.23104093882169,2.23606797749979,0.4472135954999579,False,False,True,False,False,False,False,True,False,False
284,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.844,2015,9,26,5,3,2015,10,2,4,4,4.961164898621959,11.906300852909773,2.23606797749979,0.4472135954999579,False,False,True,False,False,False,False,True,True,False
285,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96,2015,9,26,5,3,2015,10,2,4,4,5.483966713434666,15.485477067239485,2.23606797749979,0.4472135954999579,False,False,True,False,False,False,False,True,False,True
286,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,2015,9,26,5,3,2015,10,2,4,4,3.4689806329646156,5.57709601853868,2.449489742783178,0.4472135954999579,False,False,True,False,False,False,False,True,True,False
287,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372,2016,12,18,6,4,2016,12,20,1,4,5.541490970275766,15.939196968479937,2.6457513110645907,0.8366600265340756,False,True,False,True,False,False,True,False,True,False
288,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316,2016,12,18,6,4,2016,12,20,1,4,5.27570359167645,13.947329493490859,1.4142135623730951,0.4472135954999579,False,True,False,True,False,False,True,False,True,False
289,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,33319,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145,2016,12,18,6,4,2016,12,20,1,4,6.869513286725269,31.00774096899031,2.23606797749979,0.4472135954999579,False,True,False,True,False,False,True,False,True,False
290,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836,2016,11,20,6,4,2016,11,24,3,4,3.000520790285788,4.369897023958345,2.6457513110645907,0.4472135954999579,False,True,False,False,True,True,False,False,True,False
291,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424,2016,11,20,6,4,2016,11,24,3,4,2.970209316322905,4.3006976178289955,2.8284271247461903,0.4472135954999579,False,True,False,False,True,True,False,False,True,False
292,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966,2016,11,20,6,4,2016,11,24,3,4,5.549013826147846,15.999499992187257,1.4142135623730951,0.4472135954999579,False,True,False,False,True,True,False,False,False,True
293,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,2016,11,20,6,4,2016,11,24,3,4,4.476995847264583,9.325770745627409,1.7320508075688772,0.7071067811865476,False,True,False,False,True,True,False,False,False,False
294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,2014,12,26,4,4,2014,12,28,6,4,5.7084913703839355,17.33251280109148,2.8284271247461903,0.4472135954999579,False,False,False,True,False,False,False,True,False,False
295,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558,2014,12,26,4,4,2014,12,28,6,4,5.443940360225951,15.177351547618576,1.7320508075688772,0.4472135954999579,False,False,False,True,False,False,False,True,False,False
296,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646,2014,12,26,4,4,2014,12,28,6,4,5.390677745418843,14.7767384764027,1.7320508075688772,0.4472135954999579,False,False,False,True,False,False,False,True,False,False
297,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,2014,12,26,4,4,2014,12,28,6,4,4.377014092850337,8.8656641037206,2.23606797749979,0.8366600265340756,False,False,False,True,False,False,False,True,True,False
298,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988,2014,12,26,4,4,2014,12,28,6,4,3.351726986187859,5.248999904743759,1.7320508075688772,0.4472135954999579,False,False,False,True,False,False,False,True,True,False
299,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0.0,15.552,2016,10,28,4,4,2016,11,3,3,4,3.5085558999826545,5.692099788303083,2.23606797749979,0.0,False,False,True,True,False,True,False,False,True,False
300,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,10.8248,2016,10,28,4,4,2016,11,3,3,4,6.9879333621073885,32.90106381258819,2.8284271247461903,0.0,False,False,True,True,False,True,False,False,True,False
301,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,27.3168,2016,10,28,4,4,2016,11,3,3,4,4.058890081237698,7.543871685016918,1.7320508075688772,0.0,False,False,True,True,False,True,False,False,True,False
302,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,2016,10,28,4,4,2016,11,3,3,4,4.364371699435161,8.809086218218097,2.0,0.0,False,False,True,True,False,True,False,False,False,False
303,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.5688,2016,10,28,4,4,2016,11,3,3,4,2.7265447837383743,3.778888725538237,1.0,0.0,False,False,True,True,False,True,False,False,True,False
304,US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445,2017,11,19,6,4,2017,11,23,3,4,5.39396839734697,14.801182385201528,1.7320508075688772,0.7071067811865476,False,False,True,False,False,False,False,False,False,False
305,CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2015,5,4,0,2,2015,5,9,5,2,3.3250360206965914,5.176871642217914,1.4142135623730951,0.0,False,True,False,True,False,True,False,False,False,False
306,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536,2014,12,30,1,4,2015,1,4,6,1,2.3832429960115,3.1368774282716245,1.7320508075688772,0.0,False,False,True,True,False,False,False,False,True,False
307,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.9208,2014,6,1,6,2,2014,6,6,4,2,3.8390221125436557,6.743886120034946,1.7320508075688772,0.0,False,False,True,False,True,True,False,False,True,False
308,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,83.868,2014,6,1,6,2,2014,6,6,4,2,5.670570340450087,17.00588133558505,2.449489742783178,0.0,False,False,True,False,True,True,False,False,True,False
309,CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Shahid Hopkins,Consumer,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2.0049,2017,4,15,5,2,2017,4,17,0,2,1.7732559976634952,2.211334438749598,1.0,0.0,False,False,False,False,False,False,True,False,True,False
310,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,2016,9,12,0,3,2016,9,14,2,3,2.7810528006519104,3.890501253052105,2.0,0.4472135954999579,False,True,False,True,False,False,False,True,False,False
311,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,2016,9,12,0,3,2016,9,14,2,3,6.147972446508918,21.604814278303806,1.4142135623730951,0.4472135954999579,False,True,False,True,False,False,False,True,False,False
312,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,2016,9,12,0,3,2016,9,14,2,3,2.7869846025235137,3.9028194936481495,1.0,0.4472135954999579,False,True,False,True,False,False,False,True,False,False
313,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,2016,9,12,0,3,2016,9,14,2,3,1.9829306412989922,2.5027984337537053,1.7320508075688772,0.4472135954999579,False,True,False,True,False,False,False,True,True,False
314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422,2014,9,27,5,3,2014,10,3,4,4,4.483454427303995,9.356281312572854,1.7320508075688772,0.0,False,False,True,True,False,True,False,False,False,False
315,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,2014,8,9,5,3,2014,8,16,5,3,5.189528759471229,13.356047319472928,1.4142135623730951,0.4472135954999579,False,False,True,True,False,False,True,False,False,True
316,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,2014,8,9,5,3,2014,8,16,5,3,2.8065069404432417,3.943602414037196,1.7320508075688772,0.4472135954999579,False,False,True,True,False,False,True,False,True,False
317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Sung Pak,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2014,12,28,6,4,2014,12,30,1,4,4.606529262025722,9.956706282702127,2.0,0.4472135954999579,False,False,False,True,False,True,False,False,True,False
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,2014,11,4,1,4,2014,11,9,6,4,4.919119240815592,11.656843483550768,1.0,0.31622776601683794,False,False,True,False,True,True,False,False,False,False
