Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Row ID,Postal Code,Sales,Quantity,Discount,Profit
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",207.0,48601.0,83.92,4.0,0.0,5.8744
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,208.0,48601.0,131.98,2.0,0.0,35.6346
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",209.0,48601.0,15.92,4.0,0.0,7.4824
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",210.0,48601.0,52.29,9.0,0.0,16.2099
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,JH-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",211.0,48601.0,91.99,1.0,0.0,3.6796
CA-2015-101007,2015-02-09,2015-02-13,Second Class,MS-17980,Michael Stewart,Corporate,Dallas,Texas,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,212.0,75220.0,20.8,2.0,0.2,6.5
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,213.0,44256.0,23.68,2.0,0.2,8.88
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,214.0,44256.0,452.45,5.0,0.5,-244.323
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,215.0,44256.0,62.982,3.0,0.4,-14.6958
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,216.0,44256.0,1188.0,9.0,0.7,-950.4
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,217.0,44256.0,89.584,2.0,0.2,4.4792
CA-2016-130162,2016-10-28,2016-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,Los Angeles,California,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",218.0,90032.0,93.06,6.0,0.0,26.0568
CA-2016-130162,2016-10-28,2016-11-01,Standard Class,JH-15910,Jonathan Howell,Consumer,Los Angeles,California,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,219.0,90032.0,302.376,3.0,0.2,22.6782
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,220.0,43017.0,5.584,2.0,0.2,1.8148
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",221.0,43017.0,22.704,6.0,0.2,8.2302
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,222.0,43017.0,19.776,4.0,0.7,-13.8432
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",223.0,43017.0,72.704,4.0,0.2,19.0848
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,224.0,43017.0,479.988,4.0,0.7,-383.9904
CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,225.0,43017.0,27.168,2.0,0.2,2.7168
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,Detroit,Michigan,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",226.0,48227.0,2.2,1.0,0.0,0.968
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,Detroit,Michigan,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,227.0,48227.0,622.45,5.0,0.0,136.939
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,DS-13180,David Smith,Corporate,Detroit,Michigan,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,228.0,48227.0,21.98,1.0,0.0,0.2198
US-2015-145436,2015-02-28,2015-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,Columbia,Tennessee,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,229.0,38401.0,161.568,2.0,0.2,-28.2744
US-2015-145436,2015-02-28,2015-03-04,Standard Class,VD-21670,Valerie Dominguez,Consumer,Columbia,Tennessee,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",230.0,38401.0,389.696,8.0,0.2,43.8408
US-2014-156216,2014-09-13,2014-09-17,Standard Class,EA-14035,Erin Ashbrook,Corporate,Charlotte,North Carolina,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,231.0,28205.0,18.648,7.0,0.7,-12.432
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,232.0,33614.0,233.86,2.0,0.45,-102.048
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,233.0,33614.0,620.6145,3.0,0.45,-248.2458
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,234.0,33614.0,5.328,2.0,0.7,-3.552
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",235.0,33614.0,258.072,3.0,0.2,0.0
US-2017-100930,2017-04-07,2017-04-12,Standard Class,CS-12400,Christopher Schild,Home Office,Tampa,Florida,South,TEC-AC-10003832,Technology,Accessories,Easy-staple paper,236.0,33614.0,617.976,3.0,0.2,-7.7247
CA-2017-160514,2017-11-12,2017-11-16,Standard Class,DB-13120,David Bremer,Corporate,Santa Clara,California,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),237.0,95051.0,10.56,2.0,0.0,4.752
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,238.0,60610.0,25.92,5.0,0.2,9.396
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,239.0,60610.0,419.68,5.0,0.6,-356.728
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,240.0,60610.0,11.688,3.0,0.6,-4.6752
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,241.0,60610.0,31.984,2.0,0.2,11.1944
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,242.0,60610.0,177.225,5.0,0.5,-120.513
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,243.0,60610.0,4.044,3.0,0.6,-2.8308
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",244.0,60610.0,7.408,2.0,0.2,1.2038
CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,245.0,55044.0,2001.86,7.0,0.0,580.5394
CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,246.0,55044.0,166.72,2.0,0.0,41.68
CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",247.0,55044.0,47.88,6.0,0.0,23.94
CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,248.0,55044.0,1503.25,5.0,0.0,496.0725
CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,Lakeville,Minnesota,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,249.0,55044.0,25.92,4.0,0.0,12.4416
CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",250.0,94109.0,321.568,2.0,0.2,28.1372
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",251.0,92037.0,7.61,1.0,0.0,3.5767
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Easy-staple paper,252.0,92037.0,3347.37,13.0,0.0,636.0003
CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",253.0,10024.0,80.58,6.0,0.0,22.5624
CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,254.0,10024.0,361.92,4.0,0.0,162.864
US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,255.0,60623.0,12.132,9.0,0.6,-8.4924
US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",256.0,60623.0,82.368,2.0,0.2,-19.5624
US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",257.0,60623.0,53.92,5.0,0.2,4.044
US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,Central,TEC-PH-10001580,Technology,Phones,Easy-staple paper,258.0,60623.0,647.904,6.0,0.2,56.6916
CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,259.0,10009.0,20.37,3.0,0.0,6.9258
CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,260.0,10009.0,221.55,3.0,0.0,6.6465
CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,Craig Carreira,Consumer,New York City,New York,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,261.0,10009.0,17.52,5.0,0.2,6.132
US-2017-155299,2017-06-08,2017-06-12,Standard Class,Dl-13600,Dorris liebe,Corporate,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,262.0,77506.0,1.624,2.0,0.8,-4.466
US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,263.0,77036.0,3059.982,3.0,0.4,-509.997
US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,264.0,77036.0,2519.958,7.0,0.4,-251.9958
CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Roy Collins,Consumer,Chicago,Illinois,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,265.0,60610.0,328.224,4.0,0.2,28.7196
CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,Brentwood,California,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,266.0,94513.0,79.9,2.0,0.0,35.156
CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,Chapel Hill,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",267.0,27514.0,14.016,3.0,0.2,4.7304
CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,268.0,7960.0,7.56,6.0,0.0,0.3024
US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,269.0,45231.0,37.208,1.0,0.2,-7.4416
US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,Cincinnati,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",270.0,45231.0,57.576,3.0,0.2,21.591
CA-2017-163979,2017-12-28,2018-01-02,Second Class,KH-16690,Kristen Hastings,Corporate,San Francisco,California,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,271.0,94110.0,725.84,4.0,0.0,210.4936
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,272.0,94109.0,209.93,7.0,0.0,92.3692
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,273.0,94109.0,5.28,3.0,0.0,2.3232
CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,San Francisco,California,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,274.0,94109.0,10.92,3.0,0.2,4.095
CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",275.0,90301.0,8.82,2.0,0.0,4.0572
CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,276.0,90301.0,5.98,1.0,0.0,1.5548
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,Easy-staple paper,277.0,19140.0,11.648,2.0,0.2,4.0768
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",278.0,19140.0,18.176,4.0,0.2,5.9072
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,279.0,19140.0,59.712,6.0,0.2,5.9712
CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,280.0,19140.0,24.84,3.0,0.2,8.694
US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,Houston,Texas,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,281.0,77070.0,2.08,5.0,0.8,-3.432
US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,Houston,Texas,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,282.0,77070.0,1114.4,7.0,0.2,376.11
CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,Jas O'Carroll,Consumer,Los Angeles,California,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",283.0,90004.0,1038.84,5.0,0.2,51.942
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,284.0,97206.0,141.76,5.0,0.2,47.844
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,285.0,97206.0,239.8,5.0,0.2,47.96
CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,Portland,Oregon,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,286.0,97206.0,31.104,6.0,0.2,10.8864
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,287.0,33319.0,254.058,7.0,0.7,-169.372
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",288.0,33319.0,194.528,2.0,0.2,24.316
CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,Alan Haines,Corporate,Tamarac,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,289.0,33319.0,961.48,5.0,0.2,-204.3145
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,290.0,43229.0,19.096,7.0,0.2,6.6836
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,291.0,43229.0,18.496,8.0,0.2,6.2424
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,292.0,43229.0,255.984,2.0,0.2,54.3966
CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",293.0,43229.0,86.97,3.0,0.5,-48.7032
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",294.0,80906.0,300.416,8.0,0.2,78.8592
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,295.0,80906.0,230.352,3.0,0.2,20.1558
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,296.0,80906.0,218.352,3.0,0.2,-24.5646
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,297.0,80906.0,78.6,5.0,0.7,-62.88
CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",298.0,80906.0,27.552,3.0,0.2,9.2988
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,299.0,7109.0,32.4,5.0,0.0,15.552
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",300.0,7109.0,1082.48,8.0,0.0,10.8248
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,301.0,7109.0,56.91,3.0,0.0,27.3168
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",302.0,7109.0,77.6,4.0,0.0,38.024
CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,Belleville,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,303.0,7109.0,14.28,1.0,0.0,6.5688
US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,Chicago,Illinois,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,304.0,60623.0,219.075,3.0,0.5,-131.445
CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,New York City,New York,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,305.0,10024.0,26.8,2.0,0.0,12.864
CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,Taylor,Michigan,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,306.0,48180.0,9.84,3.0,0.0,2.8536
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",307.0,8701.0,45.48,3.0,0.0,20.9208
CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,308.0,8701.0,289.2,6.0,0.0,83.868
CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Shahid Hopkins,Consumer,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,309.0,22204.0,4.89,1.0,0.0,2.0049
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,310.0,80004.0,15.136,4.0,0.2,3.5948
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,311.0,80004.0,466.768,2.0,0.2,52.5114
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",312.0,80004.0,15.232,1.0,0.2,1.7136
CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,313.0,80004.0,6.264,3.0,0.2,2.0358
