Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date_year,Order Date_month,Order Date_day,Order Date_dayofweek,Order Date_quarter,Ship Date_year,Ship Date_month,Ship Date_day,Ship Date_dayofweek,Ship Date_quarter,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Row ID_sqrt,Row ID_reciprocal,Postal Code_sqrt,Postal Code_reciprocal,Sales_log,Sales_sqrt,Sales_reciprocal,Quantity_log,Quantity_sqrt,Quantity_reciprocal,Discount_log,Discount_sqrt,Discount_reciprocal,Profit_log,Profit_sqrt,Profit_reciprocal,Row ID_binned,Postal Code_binned,Sales_binned,Quantity_binned,Discount_binned,Profit_binned
298,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988,2014,12,26,4,4,2014,12,28,6,4,False,False,False,True,False,False,False,True,True,False,17.26267650163207,0.003355704697986577,284.43980030930976,1.2360022742441846e-05,3.351726986187859,5.248999904743759,0.03629500580720093,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.18232155679395465,0.4472135954999579,5.0,2.3320273835940033,3.0493933822975348,0.10754075794726202,1,2,1,1,0,2
299,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0.0,15.552,2016,10,28,4,4,2016,11,3,3,4,False,False,True,True,False,True,False,False,True,False,17.291616465790582,0.0033444816053511705,84.31488599292535,0.00014066676044450696,3.5085558999826545,5.692099788303083,0.0308641975308642,1.791759469228055,2.23606797749979,0.2,0.0,0.0,,2.8065069404432417,3.943602414037196,0.06430041152263374,1,0,1,2,0,2
300,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,10.8248,2016,10,28,4,4,2016,11,3,3,4,False,False,True,True,False,True,False,False,True,False,17.320508075688775,0.0033333333333333335,84.31488599292535,0.00014066676044450696,6.9879333621073885,32.90106381258819,0.000923804596851674,2.1972245773362196,2.8284271247461903,0.125,0.0,0.0,,2.470199020915726,3.290106381258819,0.0923804596851674,1,0,3,3,0,2
301,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,27.3168,2016,10,28,4,4,2016,11,3,3,4,False,False,True,True,False,True,False,False,True,False,17.349351572897472,0.0033222591362126247,84.31488599292535,0.00014066676044450696,4.058890081237698,7.543871685016918,0.017571604287471447,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.0,0.0,,3.343455268090894,5.226547617691816,0.03660750893223218,1,0,2,1,0,2
302,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,2016,10,28,4,4,2016,11,3,3,4,False,False,True,True,False,True,False,False,False,False,17.378147196982766,0.0033112582781456954,84.31488599292535,0.00014066676044450696,4.364371699435161,8.809086218218097,0.012886597938144331,1.6094379124341003,2.0,0.25,0.0,0.0,,3.6641768414735645,6.166360352752667,0.02629917946560067,1,0,2,2,0,3
303,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.5688,2016,10,28,4,4,2016,11,3,3,4,False,False,True,True,False,True,False,False,True,False,17.406895185529212,0.0033003300330033004,84.31488599292535,0.00014066676044450696,2.7265447837383743,3.778888725538237,0.0700280112044818,0.6931471805599453,1.0,1.0,0.0,0.0,,2.0240345344080977,2.5629670306112016,0.15223480696626476,1,0,0,0,0,1
304,US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445,2017,11,19,6,4,2017,11,23,3,4,False,False,True,False,False,False,False,False,False,False,17.435595774162696,0.003289473684210526,246.21738362674557,1.6495389538623956e-05,5.39396839734697,14.801182385201528,0.004564646810453042,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.4054651081081644,0.7071067811865476,2.0,0.0,0.0,-0.007607744684088403,1,2,3,1,1,0
305,CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2015,5,4,0,2,2015,5,9,5,2,False,True,False,True,False,True,False,False,False,False,17.46424919657298,0.003278688524590164,100.11992808627062,9.976057462090982e-05,3.3250360206965914,5.176871642217914,0.03731343283582089,1.0986122886681098,1.4142135623730951,0.5,0.0,0.0,,2.629295552413305,3.5866418834335834,0.07773631840796019,1,0,1,0,0,2
306,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536,2014,12,30,1,4,2015,1,4,6,1,False,False,True,True,False,False,False,False,True,False,17.4928556845359,0.0032679738562091504,219.49943052317926,2.0755500207555003e-05,2.3832429960115,3.1368774282716245,0.1016260162601626,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.0,0.0,,1.349007776333874,1.6892601931022941,0.3504345388281469,1,1,0,1,0,1
307,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.9208,2014,6,1,6,2,2014,6,6,4,2,False,False,True,False,True,True,False,False,True,False,17.52141546793523,0.003257328990228013,93.27915093953203,0.00011492931846914148,3.8390221125436557,6.743886120034946,0.02198768689533861,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.0,0.0,,3.087435957764204,4.573926103469534,0.04779931933769263,1,0,1,1,0,2
308,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,83.868,2014,6,1,6,2,2014,6,6,4,2,False,False,True,False,True,True,False,False,True,False,17.549928774784245,0.003246753246753247,93.27915093953203,0.00011492931846914148,5.670570340450087,17.00588133558505,0.0034578146611341635,1.9459101490553132,2.449489742783178,0.16666666666666666,0.0,0.0,,4.44109710825087,9.157947368269813,0.011923498831497115,1,0,3,3,0,3
309,CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2.0049,2017,4,15,5,2,2017,4,17,0,2,False,False,False,False,False,False,True,False,True,False,17.578395831246947,0.003236245954692557,149.01006677402705,4.503693028283192e-05,1.7732559976634952,2.211334438749598,0.20449897750511248,0.6931471805599453,1.0,1.0,0.0,0.0,,1.100244289563234,1.4159449141827518,0.49877799391490846,1,1,0,0,0,1
310,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,2016,9,12,0,3,2016,9,14,2,3,False,True,False,True,False,False,False,True,False,False,17.60681686165901,0.0032258064516129032,282.8497834540447,1.2499375031248437e-05,2.7810528006519104,3.890501253052105,0.0660676532769556,1.6094379124341003,2.0,0.25,0.18232155679395465,0.4472135954999579,5.0,1.5249252292891122,1.8959957805860224,0.2781795927450762,1,2,0,2,0,1
311,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,2016,9,12,0,3,2016,9,14,2,3,False,True,False,True,False,False,False,True,False,False,17.635192088548397,0.003215434083601286,282.8497834540447,1.2499375031248437e-05,6.147972446508918,21.604814278303806,0.00214239193775066,1.0986122886681098,1.4142135623730951,0.5,0.18232155679395465,0.4472135954999579,5.0,3.9798947153149156,7.246475005131805,0.019043483891116975,1,2,3,0,0,3
312,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,2016,9,12,0,3,2016,9,14,2,3,False,True,False,True,False,False,False,True,False,False,17.663521732655695,0.003205128205128205,282.8497834540447,1.2499375031248437e-05,2.7869846025235137,3.9028194936481495,0.06565126050420168,0.6931471805599453,1.0,1.0,0.18232155679395465,0.4472135954999579,5.0,0.9982761666154469,1.3090454537562857,0.5835667600373483,1,2,0,0,0,0
313,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,2016,9,12,0,3,2016,9,14,2,3,False,True,False,True,False,False,False,True,True,False,17.69180601295413,0.003194888178913738,282.8497834540447,1.2499375031248437e-05,1.9829306412989922,2.5027984337537053,0.15964240102171137,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.18232155679395465,0.4472135954999579,5.0,1.1104749812106218,1.4268146340712937,0.4912073877591119,1,2,0,1,0,1
314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422,2014,9,27,5,3,2014,10,3,4,4,False,False,True,True,False,True,False,False,False,False,17.72004514666935,0.0031847133757961785,87.18371407550839,0.00013156163662675965,4.483454427303995,9.356281312572854,0.011423349326022389,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.0,0.0,,3.6543449435413407,6.135323952327212,0.026565928665168347,1,0,2,1,0,3
315,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,2014,8,9,5,3,2014,8,16,5,3,False,False,True,True,False,False,True,False,False,True,17.74823934929885,0.0031746031746031746,183.60283222216373,2.966478789676654e-05,5.189528759471229,13.356047319472928,0.005605883935778994,1.0986122886681098,1.4142135623730951,0.5,0.18232155679395465,0.4472135954999579,5.0,3.1483675199775853,4.722075814723859,0.04484707148623195,1,1,2,0,0,2
316,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,2014,8,9,5,3,2014,8,16,5,3,False,False,True,True,False,False,True,False,True,False,17.776388834631177,0.0031645569620253164,183.60283222216373,2.966478789676654e-05,2.8065069404432417,3.943602414037196,0.06430041152263374,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.18232155679395465,0.4472135954999579,5.0,1.8630253111150528,2.33306665142683,0.18371546149323928,1,1,0,1,0,1
317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2014,12,28,6,4,2014,12,30,1,4,False,False,False,True,False,True,False,False,True,False,17.804493814764857,0.0031545741324921135,138.35823069120246,5.22384161312229e-05,4.606529262025722,9.956706282702127,0.010087153001936734,1.6094379124341003,2.0,0.25,0.18232155679395465,0.4472135954999579,5.0,2.2694832214889287,2.945233437267749,0.11528174859356266,1,0,2,2,0,1
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,2014,11,4,1,4,2014,11,9,6,4,False,False,True,False,True,True,False,False,False,False,17.832554500127006,0.0031446540880503146,100.11992808627062,9.976057462090982e-05,4.919119240815592,11.656843483550768,0.007359326474441059,0.6931471805599453,1.0,1.0,0.09531017980432487,0.31622776601683794,10.0,3.2251282377338746,4.914956764814925,0.041396211418730955,1,0,2,0,0,2
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99,2014,11,4,1,4,2014,11,9,6,4,False,False,True,False,True,True,False,False,False,True,17.86057109949175,0.003134796238244514,100.11992808627062,9.976057462090982e-05,8.292293098285338,63.18211772329256,0.0002505022570253358,1.0986122886681098,1.4142135623730951,0.5,0.0,0.0,,7.599396325892011,44.67650389186692,0.0005010045140506716,1,0,3,0,0,3
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226,2014,11,4,1,4,2014,11,9,6,4,False,False,True,False,True,True,False,False,False,True,17.88854381999832,0.003125,100.11992808627062,9.976057462090982e-05,5.623800876226568,16.611441839888553,0.003623976226715953,1.9459101490553132,2.449489742783178,0.16666666666666666,0.0,0.0,,4.394728128101412,8.945535199192946,0.01249646974729639,1,0,3,3,0,3
321,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,2014,11,4,1,4,2014,11,9,6,4,False,False,True,False,True,True,False,False,False,True,17.916472867168917,0.003115264797507788,100.11992808627062,9.976057462090982e-05,5.8888779583328805,18.973665961010276,0.002777777777777778,1.6094379124341003,2.0,0.25,0.0,0.0,,4.8721392168423305,11.384199576606166,0.00771604938271605,1,0,3,2,0,3
322,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.071,2014,11,4,1,4,2014,11,9,6,4,False,False,True,False,True,True,False,False,True,False,17.944358444926362,0.003105590062111801,100.11992808627062,9.976057462090982e-05,3.7970609869584644,6.6007575322836995,0.022951572182694516,0.6931471805599453,1.0,1.0,0.0,0.0,,2.6441159418061186,3.615383797053917,0.07650524060898171,1,0,1,0,0,2
323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,2014,9,19,4,3,2014,9,24,2,3,False,False,True,True,False,False,False,True,True,False,17.97220075561143,0.0030959752321981426,301.33867989357094,1.1012609437806289e-05,2.0992441689760155,2.6758176320519302,0.13966480446927373,1.0986122886681098,1.4142135623730951,0.5,0.0,0.0,,1.5216989981260935,1.8920887928424501,0.27932960893854747,1,3,0,0,0,1
324,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,2016,4,23,5,2,2016,4,27,2,2,False,False,True,True,False,False,False,True,True,False,18.0,0.0030864197530864196,303.88320124679484,1.0828956630028697e-05,5.5314904534994245,15.859382081279207,0.003975826972010178,1.9459101490553132,2.449489742783178,0.16666666666666666,0.18232155679395465,0.4472135954999579,5.0,4.415751504075502,9.041238853166085,0.012233313760031317,1,3,3,3,0,3
325,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0.0,34.9965,2016,4,23,5,2,2016,4,27,2,2,False,False,True,True,False,False,False,True,False,True,18.027756377319946,0.003076923076923077,303.88320124679484,1.0828956630028697e-05,4.6150215020384655,9.999499987499375,0.010001000100010001,0.6931471805599453,1.0,1.0,0.0,0.0,,3.5834217115075013,5.915783971714991,0.028574286000028575,1,3,2,0,0,3
326,CA-2017-153339,2017-11-03,2017-11-05,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,2017,11,3,4,4,2017,11,5,6,4,False,True,False,True,False,False,True,False,False,False,18.05547008526779,0.003067484662576687,192.69146322554096,2.6932399676811204e-05,2.8327426450595286,3.9989998749687405,0.0625312656328164,0.6931471805599453,1.0,1.0,0.18232155679395465,0.4472135954999579,5.0,0.692897149304736,0.9997499687421851,1.0005002501250624,1,1,0,0,0,0
327,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,2016,8,30,1,3,2016,9,1,3,3,False,False,False,False,False,True,False,False,False,True,18.083141320025124,0.0030581039755351682,138.35823069120246,5.22384161312229e-05,5.676404426175068,17.05573217425743,0.00343763105968415,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.33647223662121295,0.6324555320336759,2.5,0.0,0.0,-0.014732704541503503,1,0,3,1,1,0
328,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,2016,8,30,1,3,2016,9,1,3,3,False,False,False,False,False,True,False,False,True,False,18.110770276274835,0.003048780487804878,138.35823069120246,5.22384161312229e-05,4.0113976414011745,7.363694724796785,0.018442018294482148,1.0986122886681098,1.4142135623730951,0.5,0.18232155679395465,0.4472135954999579,5.0,1.479101410706097,1.8409236811991962,0.29507229271171437,1,0,1,0,0,1
329,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,,786.744,4,0.3,-258.5016,2016,8,30,1,3,2016,9,1,3,3,False,False,False,False,False,True,False,False,False,False,18.138357147217054,0.00303951367781155,138.35823069120246,5.22384161312229e-05,6.669173163978736,28.04895719986752,0.0012710614888705855,1.6094379124341003,2.0,0.25,0.262364264467491,0.5477225575051661,3.3333333333333335,0.0,0.0,-0.00386844800960613,1,0,3,2,1,0
330,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831,2016,8,30,1,3,2016,9,1,3,3,False,False,False,False,False,True,False,False,True,False,18.16590212458495,0.0030303030303030303,138.35823069120246,5.22384161312229e-05,4.617493935676923,10.011992808627062,0.009976057462090982,2.3978952727983707,3.1622776601683795,0.1,0.18232155679395465,0.4472135954999579,5.0,3.5505077948471846,5.816442211524155,0.02955868877656587,1,0,2,3,0,3
331,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936,2016,8,30,1,3,2016,9,1,3,3,False,False,False,False,False,True,False,False,True,False,18.193405398660254,0.0030211480362537764,138.35823069120246,5.22384161312229e-05,3.6574919808723036,6.145242061953296,0.026480245736680435,1.9459101490553132,2.449489742783178,0.16666666666666666,0.5306282510621704,0.8366600265340756,1.4285714285714286,0.0,0.0,-0.03610942600456423,1,0,1,3,1,0
332,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,2016,4,25,0,2,2016,4,29,4,2,False,True,False,False,False,True,False,False,False,True,18.2208671582886,0.0030120481927710845,138.32570260078205,5.226298735235706e-05,4.428433007488037,9.09945053286186,0.012077294685990338,1.0986122886681098,1.4142135623730951,0.5,0.33647223662121295,0.6324555320336759,2.5,0.0,0.0,-0.04830917874396135,1,0,2,0,1,0
333,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816,2016,4,25,0,2,2016,4,29,4,2,False,True,False,False,False,True,False,False,True,False,18.24828759089466,0.003003003003003003,138.32570260078205,5.226298735235706e-05,3.078417640172599,4.552362024268281,0.048253232966608765,1.0986122886681098,1.4142135623730951,0.5,0.5306282510621704,0.8366600265340756,1.4285714285714286,0.0,0.0,-0.07237984944991314,1,0,1,0,1,0
334,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,2016,4,25,0,2,2016,4,29,4,2,False,True,False,False,False,True,False,False,True,False,18.275666882497067,0.0029940119760479044,138.32570260078205,5.226298735235706e-05,1.7742741548870355,2.212690669750293,0.2042483660130719,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.5306282510621704,0.8366600265340756,1.4285714285714286,0.0,0.0,-0.29178338001867415,1,0,0,1,1,0
335,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,2015,9,1,1,3,2015,9,4,4,3,False,True,False,False,False,False,False,True,True,False,18.303005217723125,0.0029850746268656717,300.074990627343,1.1105558331945139e-05,1.7495476204187455,2.179908254950194,0.21043771043771045,0.6931471805599453,1.0,1.0,0.18232155679395465,0.4472135954999579,5.0,0.9569719164811596,1.266412255152326,0.6235191420376606,1,3,0,0,0,0
336,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,2015,9,1,1,3,2015,9,4,4,3,False,True,False,False,False,False,False,True,False,True,18.33030277982336,0.002976190476190476,300.074990627343,1.1105558331945139e-05,6.867957759508069,30.98360856969375,0.0010416840280671343,1.0986122886681098,1.4142135623730951,0.5,0.18232155679395465,0.4472135954999579,5.0,5.820066313003612,18.33015002666372,0.002976240080191813,1,3,3,0,0,3
337,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49,2015,9,1,1,3,2015,9,4,4,3,False,True,False,False,False,False,False,True,True,False,18.35755975068582,0.002967359050445104,300.074990627343,1.1105558331945139e-05,2.7322874254662555,3.7905144769542827,0.06959910913140312,1.6094379124341003,2.0,0.25,0.18232155679395465,0.4472135954999579,5.0,1.7029282555214393,2.118962010041709,0.22271714922048996,1,3,0,2,0,1
338,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2014,7,12,5,3,2014,7,17,3,3,False,False,True,True,False,False,False,True,True,False,18.384776310850235,0.0029585798816568047,306.7930898830676,1.0624508616476488e-05,2.1647013856306594,2.7770487932335652,0.12966804979253113,1.0986122886681098,1.4142135623730951,0.5,0.18232155679395465,0.4472135954999579,5.0,1.3338425011174664,1.672004784682149,0.35770496494491344,1,3,0,0,0,1
339,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588,2014,7,12,5,3,2014,7,17,3,3,False,False,True,True,False,False,False,True,False,False,18.411952639521967,0.0029498525073746312,306.7930898830676,1.0624508616476488e-05,6.550154192019608,26.42635048583137,0.0014319426306504458,1.3862943611198906,1.7320508075688772,0.3333333333333333,0.18232155679395465,0.4472135954999579,5.0,0.0,0.0,-0.05727770522601783,1,3,3,1,0,0
340,CA-2015-128167,2015-06-22,2015-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312,2015,6,22,0,2,2015,6,26,4,2,False,True,False,False,False,False,False,True,True,False,18.439088914585774,0.0029411764705882353,289.89825801477315,1.1898954081936197e-05,1.7850704810772584,2.227105745132009,0.20161290322580647,1.6094379124341003,2.0,0.25,0.0,0.0,,1.2033325994385127,1.526826774719385,0.4289636238846946,1,2,0,2,0,1
341,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,2014,4,13,6,2,2014,4,17,3,2,False,True,False,True,False,True,False,False,True,False,18.466185312619388,0.002932551319648094,138.3473888441701,5.22466039707419e-05,2.93683116563383,4.225636046798162,0.056003584229390675,1.6094379124341003,2.0,0.25,0.18232155679395465,0.4472135954999579,5.0,0.749527513996053,1.0564090116995406,0.8960573476702508,1,0,0,2,0,0
